uniprot_id,protein_length,molecular_weight,hydrophobic_ratio,charged_ratio,aromatic_ratio,polar_ratio,disorder_prone_ratio,gc_content,has_signal_peptide,transmembrane_domains,domain_count,repeat_count,coiled_coil_count,enzyme_count,has_enzyme_activity,protein_existence_evidence,has_experimental_evidence,go_molecular_function,go_biological_process,go_cellular_component,go_total_count,interpro_domains,pfam_domains,smart_domains,supfam_domains,total_domain_databases,subcellular_location_count,is_membrane_protein,is_nuclear_protein,is_cytoplasmic_protein,is_mitochondrial_protein,is_secreted_protein,keyword_count,has_essential_keywords,has_metabolic_keywords,has_structural_keywords,has_regulatory_keywords,gene_name,species,taxonomy_id,larval_lethal,target_encoded
U4PM04,2121,230622,0.4167845355964167,0.2805280528052805,0.0655351249410655,0.2055634134842055,0.4860914662894861,0.0971239981140971,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,WBGene00022048,C_elegans,6239,no,0
O18155,268,31071,0.373134328358209,0.3246268656716418,0.0820895522388059,0.2425373134328358,0.4328358208955223,0.0597014925373134,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,3,True,False,True,False,False,12,False,False,False,False,WBGene00012127,C_elegans,6239,no,0
P20163,657,72288,0.3866057838660578,0.2983257229832572,0.060882800608828,0.2328767123287671,0.4824961948249619,0.0821917808219178,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,9,False,False,False,False,WBGene00002008,C_elegans,6239,yes,1
O17645,324,37925,0.4228395061728395,0.2654320987654321,0.1358024691358024,0.25,0.3734567901234568,0.0617283950617283,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,10,False,False,False,False,WBGene00002029,C_elegans,6239,no,0
Q23420,201,23188,0.3333333333333333,0.373134328358209,0.0497512437810945,0.2437810945273631,0.4577114427860697,0.0497512437810945,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,8,False,False,False,False,WBGene00001509,C_elegans,6239,yes,1
Q18038,1743,192261,0.4056224899598393,0.3057946069994263,0.051061388410786,0.2088353413654618,0.4492254733218588,0.0797475616752725,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,WBGene00002850,C_elegans,6239,yes,1
Q17430,836,95487,0.4007177033492823,0.3217703349282296,0.0909090909090909,0.2248803827751196,0.5083732057416268,0.0526315789473684,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,WBGene00007111,C_elegans,6239,no,0
O01737,1866,205252,0.3585209003215434,0.2765273311897106,0.062700964630225,0.2636655948553054,0.5396570203644159,0.1012861736334405,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,4,False,False,False,False,WBGene00002889,C_elegans,6239,yes,1
G5EGN2,339,39059,0.4542772861356932,0.2389380530973451,0.1415929203539823,0.2300884955752212,0.3864306784660767,0.0766961651917404,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,10,False,False,False,False,WBGene00001398,C_elegans,6239,no,0
P90838,505,55230,0.4198019801980198,0.2594059405940594,0.0693069306930693,0.198019801980198,0.4871287128712871,0.1227722772277227,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,9,False,False,False,False,WBGene00008877,C_elegans,6239,no,0
Q18239,759,84695,0.3544137022397892,0.2898550724637681,0.075098814229249,0.2832674571805006,0.5335968379446641,0.072463768115942,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,True,False,True,False,False,6,False,False,False,False,WBGene00015247,C_elegans,6239,yes,1
G5EC56,1021,114270,0.3927522037218413,0.2908912830558276,0.0675808031341821,0.2350636630754162,0.4495592556317336,0.0812928501469147,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,7,False,False,False,False,WBGene00012319,C_elegans,6239,no,0
Q93569,573,64733,0.3821989528795811,0.2966841186736474,0.0767888307155322,0.2670157068062827,0.4589877835951134,0.0541012216404886,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,3,False,False,True,False,False,8,False,False,False,False,WBGene00009120,C_elegans,6239,no,0
Q23490,724,80829,0.3853591160220994,0.2389502762430939,0.0870165745856353,0.2679558011049723,0.4640883977900552,0.1077348066298342,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,11,False,False,False,False,WBGene00022743,C_elegans,6239,yes,1
Q9U3D2,516,58910,0.4205426356589147,0.2228682170542635,0.1143410852713178,0.2693798449612403,0.3294573643410852,0.0872093023255814,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,5,False,False,False,False,WBGene00010414,C_elegans,6239,no,0
G5ED44,333,38462,0.4624624624624625,0.2462462462462462,0.1321321321321321,0.2102102102102102,0.3963963963963964,0.081081081081081,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,9,False,False,False,False,WBGene00001397,C_elegans,6239,no,0
P90740,865,99406,0.3965317919075145,0.3098265895953757,0.084393063583815,0.2335260115606936,0.4601156069364162,0.0601156069364161,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,11,False,False,False,False,WBGene00015310,C_elegans,6239,no,0
Q21504,527,60018,0.4345351043643263,0.2941176470588235,0.0986717267552182,0.1992409867172675,0.4971537001897533,0.0721062618595825,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,WBGene00001585,C_elegans,6239,yes,1
P46555,616,70055,0.3782467532467532,0.2905844155844156,0.1087662337662337,0.25,0.4772727272727273,0.0811688311688311,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,True,False,False,False,True,11,False,False,False,False,WBGene00002003,C_elegans,6239,no,0
G5ECU7,319,34798,0.3636363636363636,0.2727272727272727,0.0344827586206896,0.3040752351097178,0.5611285266457681,0.0595611285266457,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,WBGene00007633,C_elegans,6239,yes,1
Q968A5,363,40401,0.4931129476584022,0.1432506887052341,0.1432506887052341,0.2699724517906336,0.3553719008264462,0.09366391184573,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,7,False,False,False,False,WBGene00001924,C_elegans,6239,yes,1
Q23420,201,23188,0.3333333333333333,0.373134328358209,0.0497512437810945,0.2437810945273631,0.4577114427860697,0.0497512437810945,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,8,False,False,False,False,WBGene00018874,C_elegans,6239,yes,1
Q21501,211,24949,0.4075829383886256,0.3222748815165877,0.1137440758293838,0.2322274881516587,0.4407582938388625,0.0379146919431279,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,WBGene00001979,C_elegans,6239,yes,1
Q21812,512,58951,0.431640625,0.275390625,0.103515625,0.2265625,0.435546875,0.06640625,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,12,False,False,False,False,WBGene00011106,C_elegans,6239,no,0
Q17764,356,42498,0.3286516853932584,0.3398876404494382,0.1320224719101123,0.2837078651685393,0.4887640449438202,0.047752808988764,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,8,False,False,False,False,WBGene00007386,C_elegans,6239,no,0
