uniprot_id,protein_length,molecular_weight,hydrophobic_ratio,charged_ratio,aromatic_ratio,polar_ratio,disorder_prone_ratio,gc_content,has_signal_peptide,transmembrane_domains,domain_count,repeat_count,coiled_coil_count,enzyme_count,has_enzyme_activity,protein_existence_evidence,has_experimental_evidence,go_molecular_function,go_biological_process,go_cellular_component,go_total_count,interpro_domains,pfam_domains,smart_domains,supfam_domains,total_domain_databases,subcellular_location_count,is_membrane_protein,is_nuclear_protein,is_cytoplasmic_protein,is_mitochondrial_protein,is_secreted_protein,keyword_count,has_essential_keywords,has_metabolic_keywords,has_structural_keywords,has_regulatory_keywords,gene_name,species,taxonomy_id,larval_lethal,target_encoded
D6WPX0,320,37413,0.1875,0.309375,0.090625,0.396875,0.478125,0.10625,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC009008,Tribolium,7070,other lethal,0
A0A139WDS3,161,17965,0.4161490683229814,0.2360248447204969,0.093167701863354,0.2422360248447205,0.3850931677018633,0.1055900621118012,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC033968,Tribolium,7070,other lethal,0
D6WUN6,489,56926,0.3701431492842535,0.3067484662576687,0.0879345603271983,0.2924335378323108,0.4396728016359918,0.0306748466257668,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,1,False,False,False,False,TC005391,Tribolium,7070,other lethal,0
D6WBT9,1308,146937,0.4426605504587156,0.2255351681957186,0.0833333333333333,0.2729357798165137,0.4235474006116208,0.0588685015290519,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,3,False,False,False,False,TC000243,Tribolium,7070,other lethal,0
D6WVV0,154,17637,0.3116883116883117,0.3961038961038961,0.0259740259740259,0.2467532467532467,0.5064935064935064,0.0454545454545454,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,3,False,False,False,False,TC006282,Tribolium,7070,other lethal,0
A0A139WFQ4,885,98669,0.4011299435028249,0.3141242937853107,0.0711864406779661,0.2169491525423728,0.4870056497175141,0.0677966101694915,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,11,False,False,False,False,TC033635,Tribolium,7070,other lethal,0
D6X505,294,33595,0.4115646258503401,0.2857142857142857,0.064625850340136,0.272108843537415,0.4115646258503401,0.0306122448979591,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,True,False,False,False,False,9,False,False,False,False,TC011475,Tribolium,7070,other lethal,0
D6WS98,426,47665,0.4248826291079812,0.3192488262910798,0.0516431924882629,0.1924882629107981,0.4859154929577465,0.0633802816901408,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,9,False,False,False,False,TC010100,Tribolium,7070,other lethal,0
D6WXY0,645,72151,0.4356589147286822,0.2170542635658914,0.0852713178294573,0.2697674418604651,0.4015503875968992,0.0775193798449612,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,2,False,False,False,False,TC006621,Tribolium,7070,other lethal,0
D6WU16,198,23255,0.4090909090909091,0.3686868686868687,0.0757575757575757,0.1919191919191919,0.51010101010101,0.0303030303030303,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,5,False,False,False,False,TC015959,Tribolium,7070,other lethal,0
D6WGI5,615,70486,0.4097560975609756,0.2764227642276423,0.0943089430894309,0.2455284552845528,0.3869918699186991,0.0682926829268292,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,True,False,False,True,False,12,False,False,False,False,TC002994,Tribolium,7070,other lethal,0
D6WVS1,275,31571,0.4036363636363636,0.2727272727272727,0.0909090909090909,0.2690909090909091,0.4109090909090909,0.0545454545454545,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC005882,Tribolium,7070,other lethal,0
D6WTK8,214,24743,0.4018691588785046,0.322429906542056,0.0794392523364486,0.2383177570093458,0.4532710280373832,0.0373831775700934,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,4,False,False,False,False,TC010199,Tribolium,7070,other lethal,0
D6WQI2,287,32447,0.4041811846689895,0.2787456445993031,0.0696864111498257,0.2752613240418118,0.4738675958188153,0.0418118466898954,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,4,False,False,False,False,TC009938,Tribolium,7070,other lethal,0
A0A139WEJ8,178,20063,0.4438202247191011,0.2584269662921348,0.0674157303370786,0.2359550561797752,0.4157303370786517,0.0617977528089887,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,3,True,False,True,False,False,8,False,False,False,False,TC009027,Tribolium,7070,other lethal,0
D6WUA4,940,107789,0.401063829787234,0.2702127659574468,0.0829787234042553,0.2765957446808511,0.4436170212765957,0.052127659574468,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,TC009105,Tribolium,7070,other lethal,0
D6W7G7,248,28728,0.3346774193548387,0.3830645161290322,0.0483870967741935,0.2016129032258064,0.5080645161290323,0.0806451612903225,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC010830,Tribolium,7070,other lethal,0
D6WSE4,379,41141,0.3799472295514511,0.1978891820580474,0.0923482849604221,0.3192612137203166,0.5329815303430079,0.1029023746701846,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC009258,Tribolium,7070,other lethal,0
D6WSD5,773,89262,0.3725743855109961,0.2871927554980595,0.0905562742561448,0.276843467011643,0.4165588615782665,0.0633893919793014,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,5,False,False,False,False,TC009545,Tribolium,7070,other lethal,0
D6WS17,214,24117,0.3925233644859813,0.3738317757009345,0.0327102803738317,0.1962616822429906,0.5046728971962616,0.0373831775700934,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,3,False,False,False,False,TC009279,Tribolium,7070,other lethal,0
D2A641,723,79297,0.4481327800829875,0.2240663900414937,0.0622406639004149,0.2600276625172891,0.4578146611341632,0.0677731673582296,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,4,False,False,False,False,TC015061,Tribolium,7070,other lethal,0
A0A139WGK9,1336,147883,0.3914670658682634,0.2836826347305389,0.0681137724550898,0.2402694610778443,0.5149700598802395,0.0845808383233533,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,3,False,False,False,False,TC034726,Tribolium,7070,other lethal,0
D2A5D2,462,51289,0.4112554112554112,0.303030303030303,0.0476190476190476,0.1991341991341991,0.512987012987013,0.0865800865800865,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,12,False,False,False,False,TC015193,Tribolium,7070,other lethal,0
D2A4V3,1114,125874,0.466786355475763,0.2351885098743267,0.0673249551166965,0.2405745062836624,0.4254937163375224,0.0574506283662477,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,2,False,False,False,False,TC015300,Tribolium,7070,other lethal,0
D6WJA4,762,88597,0.3425196850393701,0.3937007874015748,0.0616797900262467,0.2047244094488189,0.5380577427821522,0.0590551181102362,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,8,False,False,False,False,TC014753,Tribolium,7070,other lethal,0
D6WNW9,363,42752,0.3636363636363636,0.4352617079889807,0.0606060606060606,0.1597796143250688,0.5179063360881543,0.0413223140495867,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,4,False,False,False,False,TC013118,Tribolium,7070,other lethal,0
D6WMJ0,168,19168,0.4285714285714285,0.2857142857142857,0.0833333333333333,0.1785714285714285,0.4166666666666667,0.1071428571428571,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,4,False,False,False,False,TC013231,Tribolium,7070,other lethal,0
D6WMI1,571,65144,0.4063047285464098,0.3274956217162872,0.0805604203152364,0.1926444833625218,0.457092819614711,0.073555166374781,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,4,True,True,True,False,True,14,False,False,False,False,TC014562,Tribolium,7070,other lethal,0
D6WM15,291,34142,0.4054982817869416,0.2955326460481099,0.1237113402061855,0.2577319587628865,0.40893470790378,0.0412371134020618,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,8,False,False,False,False,TC014454,Tribolium,7070,other lethal,0
D6WLY0,445,49274,0.4112359550561797,0.2629213483146067,0.0786516853932584,0.2359550561797752,0.4786516853932584,0.0898876404494382,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,6,False,False,False,False,TC014434,Tribolium,7070,other lethal,0
D6WLU5,389,44763,0.4473007712082262,0.2596401028277635,0.1465295629820051,0.2159383033419023,0.4575835475578406,0.0771208226221079,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,9,False,False,False,False,TC013385,Tribolium,7070,other lethal,0
D6WLD9,312,37165,0.3621794871794871,0.3173076923076923,0.1025641025641025,0.2724358974358974,0.4006410256410256,0.048076923076923,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,4,False,False,False,False,TC030751,Tribolium,7070,other lethal,0
D6WL27,495,56361,0.4202020202020202,0.2949494949494949,0.0747474747474747,0.2262626262626262,0.494949494949495,0.0585858585858585,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC014286,Tribolium,7070,other lethal,0
D6W6Q5,385,43857,0.4025974025974026,0.2441558441558441,0.0857142857142857,0.2883116883116883,0.4285714285714285,0.0649350649350649,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,8,False,False,False,False,TC004120,Tribolium,7070,other lethal,0
D6WKV1,247,27724,0.4534412955465587,0.2064777327935222,0.097165991902834,0.2550607287449393,0.4331983805668016,0.0850202429149797,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC013560,Tribolium,7070,other lethal,0
D6WKS8,460,51446,0.3630434782608696,0.2673913043478261,0.0521739130434782,0.3108695652173913,0.4739130434782608,0.058695652173913,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,5,False,False,False,False,TC010400,Tribolium,7070,other lethal,0
D6WJE2,150,16430,0.3933333333333333,0.2733333333333333,0.06,0.2333333333333333,0.4866666666666667,0.1,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,3,False,False,False,False,TC013790,Tribolium,7070,other lethal,0
D6WNP5,1502,169218,0.3881491344873502,0.2310252996005326,0.0898801597869507,0.3288948069241012,0.4833555259653795,0.0519307589880159,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,False,False,True,False,False,4,False,False,False,False,TC013860,Tribolium,7070,other lethal,0
D6WNN0,404,45968,0.3762376237623762,0.3168316831683168,0.0693069306930693,0.2599009900990099,0.4603960396039604,0.047029702970297,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,9,False,False,False,False,TC013870,Tribolium,7070,other lethal,0
D6WNL2,158,16652,0.4810126582278481,0.2215189873417721,0.0569620253164556,0.2341772151898734,0.5569620253164557,0.0632911392405063,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,11,False,False,False,False,TC013931,Tribolium,7070,other lethal,0
D6WNA9,768,89529,0.3880208333333333,0.328125,0.0807291666666666,0.2356770833333333,0.4270833333333333,0.0481770833333333,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,9,False,False,False,False,TC013922,Tribolium,7070,other lethal,0
D2A1P3,178,21103,0.4044943820224719,0.3033707865168539,0.1067415730337078,0.2415730337078651,0.4044943820224719,0.0505617977528089,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,4,False,False,False,False,TC007075,Tribolium,7070,other lethal,0
D2A0W8,675,75592,0.4059259259259259,0.3081481481481481,0.08,0.1985185185185185,0.4533333333333333,0.0874074074074074,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,10,False,False,False,False,TC007190,Tribolium,7070,other lethal,0
D1ZZZ0,418,48085,0.3660287081339713,0.3349282296650718,0.0813397129186602,0.2440191387559808,0.4641148325358851,0.055023923444976,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,12,False,False,False,False,TC008130,Tribolium,7070,other lethal,0
D1ZZE8,403,47027,0.3920595533498759,0.3101736972704714,0.1091811414392059,0.2456575682382134,0.4292803970223325,0.0521091811414392,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,8,False,False,False,False,TC008030,Tribolium,7070,other lethal,0
D1ZZB6,254,28001,0.389763779527559,0.2834645669291338,0.0787401574803149,0.2244094488188976,0.5039370078740157,0.1023622047244094,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,4,False,False,False,False,TC008015,Tribolium,7070,other lethal,0
D2A3E8,822,92082,0.3965936739659367,0.278588807785888,0.0693430656934306,0.2664233576642336,0.4951338199513382,0.0583941605839416,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,4,False,False,False,False,TC007971,Tribolium,7070,other lethal,0
D2A360,158,17874,0.3860759493670886,0.3037974683544304,0.0949367088607595,0.2278481012658227,0.5063291139240507,0.0822784810126582,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,4,False,False,False,False,TC007928,Tribolium,7070,other lethal,0
D2A323,271,30934,0.4501845018450184,0.2767527675276753,0.092250922509225,0.2029520295202952,0.5166051660516605,0.070110701107011,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,11,False,False,False,False,TC007585,Tribolium,7070,other lethal,0
D2A2Z0,245,27559,0.436734693877551,0.3183673469387755,0.0571428571428571,0.1959183673469387,0.4653061224489795,0.0489795918367346,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,5,False,False,False,False,TC007903,Tribolium,7070,other lethal,0
D2A2D3,149,16644,0.3557046979865771,0.261744966442953,0.0738255033557047,0.3020134228187919,0.4832214765100671,0.0805369127516778,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC007832,Tribolium,7070,other lethal,0
D2A291,902,102718,0.4157427937915743,0.2461197339246119,0.0776053215077605,0.2838137472283814,0.4545454545454545,0.0543237250554323,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,1,False,False,False,False,TC007684,Tribolium,7070,other lethal,0
D6X558,671,81101,0.3964232488822652,0.3666169895678092,0.1281669150521609,0.1997019374068554,0.4769001490312965,0.03725782414307,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,5,False,False,False,False,TC004395,Tribolium,7070,other lethal,0
D6WI56,513,60131,0.3216374269005848,0.4230019493177387,0.0292397660818713,0.2378167641325536,0.5516569200779727,0.0175438596491228,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,6,False,False,False,False,TC002444,Tribolium,7070,other lethal,0
D6X531,930,107132,0.4021505376344086,0.3010752688172043,0.0731182795698924,0.2516129032258064,0.4731182795698925,0.0451612903225806,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,4,False,False,False,False,TC004382,Tribolium,7070,other lethal,0
D6WFK0,148,16872,0.3310810810810811,0.3851351351351351,0.0743243243243243,0.1689189189189189,0.5,0.1148648648648648,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC003838,Tribolium,7070,other lethal,0
D6X3F5,300,34112,0.3633333333333333,0.3133333333333333,0.1,0.2366666666666666,0.4733333333333333,0.0866666666666666,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,7,False,False,False,False,TC011241,Tribolium,7070,other lethal,0
D6X4W8,730,83273,0.3945205479452054,0.3136986301369863,0.0945205479452054,0.2315068493150684,0.4589041095890411,0.0602739726027397,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,9,False,False,False,False,TC011023,Tribolium,7070,other lethal,0
D6WDE3,766,87470,0.3903394255874673,0.3015665796344647,0.0926892950391645,0.2310704960835509,0.4203655352480417,0.0770234986945169,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,6,False,False,False,False,TC000042,Tribolium,7070,other lethal,0
D6WGY1,679,77271,0.2945508100147275,0.3475699558173785,0.0618556701030927,0.2562592047128129,0.4948453608247423,0.101620029455081,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,9,False,False,False,False,TC002961,Tribolium,7070,other lethal,0
D6WGH1,323,34343,0.4334365325077399,0.1609907120743034,0.0712074303405572,0.3034055727554179,0.4860681114551083,0.1021671826625387,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,11,False,False,False,False,TC003426,Tribolium,7070,other lethal,0
D6WGF1,162,18488,0.345679012345679,0.3086419753086419,0.0864197530864197,0.2901234567901234,0.5246913580246914,0.0555555555555555,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC003011,Tribolium,7070,other lethal,0
D6WFE2,256,27194,0.47265625,0.203125,0.0546875,0.22265625,0.48046875,0.1015625,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC003351,Tribolium,7070,other lethal,0
D6WF00,636,72351,0.3930817610062893,0.3034591194968553,0.0896226415094339,0.2484276729559748,0.4575471698113207,0.0550314465408805,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,1,False,False,False,False,TC030757,Tribolium,7070,other lethal,0
D6X4M6,661,74364,0.4130105900151286,0.2798789712556732,0.0665658093797276,0.2344931921331316,0.4856278366111952,0.0726172465960665,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,12,False,False,False,False,TC011437,Tribolium,7070,other lethal,0
D6WBA5,253,28288,0.3794466403162055,0.2727272727272727,0.0316205533596837,0.3043478260869565,0.5375494071146245,0.0434782608695652,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,TC001257,Tribolium,7070,other lethal,0
D6WB91,149,16811,0.3691275167785235,0.3557046979865771,0.0671140939597315,0.2013422818791946,0.5167785234899329,0.0738255033557047,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC001251,Tribolium,7070,other lethal,0
D6WAQ0,144,16231,0.3680555555555556,0.3402777777777778,0.0416666666666666,0.2361111111111111,0.4861111111111111,0.0555555555555555,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC000359,Tribolium,7070,other lethal,0
D6WA84,147,16678,0.4557823129251701,0.238095238095238,0.1020408163265306,0.2312925170068027,0.4761904761904761,0.0748299319727891,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,5,False,False,False,False,TC000443,Tribolium,7070,other lethal,0
D6WA47,455,50819,0.4131868131868131,0.2659340659340659,0.0725274725274725,0.2439560439560439,0.4483516483516483,0.0769230769230769,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,3,False,False,False,False,TC001100,Tribolium,7070,other lethal,0
D6W9X9,603,68381,0.3864013266998342,0.3200663349917081,0.0696517412935323,0.2238805970149253,0.4577114427860697,0.0696517412935323,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,6,False,False,False,False,TC000506,Tribolium,7070,other lethal,0
D6W9B9,557,59957,0.4542190305206463,0.2603231597845601,0.03770197486535,0.2136445242369838,0.4649910233393178,0.0718132854578097,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,5,False,False,False,False,TC000969,Tribolium,7070,other lethal,0
D6W9A1,152,17261,0.3223684210526316,0.3355263157894737,0.0460526315789473,0.2434210526315789,0.5263157894736842,0.0986842105263157,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,6,False,False,False,False,TC000621,Tribolium,7070,other lethal,0
D6W948,344,36903,0.25,0.2558139534883721,0.1162790697674418,0.2732558139534883,0.5784883720930233,0.2209302325581395,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,2,False,False,False,False,TC000928,Tribolium,7070,other lethal,0
A0A139WC42,327,37445,0.3792048929663608,0.3486238532110092,0.036697247706422,0.2324159021406728,0.4740061162079511,0.0397553516819571,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,7,False,False,False,False,TC011694,Tribolium,7070,other lethal,0
D6WZ57,731,83008,0.3392612859097127,0.3652530779753762,0.0560875512995896,0.2325581395348837,0.4651162790697674,0.0629274965800273,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,7,False,False,False,False,TC011896,Tribolium,7070,other lethal,0
D6X2V6,249,28402,0.3293172690763052,0.3654618473895582,0.0602409638554216,0.2570281124497992,0.5020080321285141,0.0481927710843373,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,2,False,False,False,False,TC016288,Tribolium,7070,other lethal,0
D6X3W5,562,64033,0.3896797153024911,0.298932384341637,0.1049822064056939,0.2313167259786477,0.4626334519572954,0.0800711743772242,False,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,7,False,False,False,False,TC011310,Tribolium,7070,other lethal,0
